Entity,Code,Year,Gas - Proved reserves
Saudi Arabia,SAU,1993,4986360000000
Saudi Arabia,SAU,1994,4997000000000
Saudi Arabia,SAU,1995,5267275000000
Saudi Arabia,SAU,1996,5408635000000
Saudi Arabia,SAU,1997,5587900000000
Saudi Arabia,SAU,1998,5764600000000
Saudi Arabia,SAU,1999,5838700000000
Saudi Arabia,SAU,2000,5985950000000
Saudi Arabia,SAU,2001,6132782000000
Saudi Arabia,SAU,2002,6313700000000
Saudi Arabia,SAU,2003,6416300000000
Saudi Arabia,SAU,2004,6419150000000
Saudi Arabia,SAU,2005,6480900000000
Saudi Arabia,SAU,2006,6719350000000
Saudi Arabia,SAU,2007,6939222300000
Saudi Arabia,SAU,2008,7074965000000
Saudi Arabia,SAU,2009,7403157000000
Saudi Arabia,SAU,2010,7505381000000
Saudi Arabia,SAU,2011,7602225000000
Saudi Arabia,SAU,2012,7661407000000
Saudi Arabia,SAU,2013,7758250700000
Saudi Arabia,SAU,2014,7908896000000
Saudi Arabia,SAU,2015,8005739999999.999
Saudi Arabia,SAU,2016,8035330999999.999
Saudi Arabia,SAU,2017,5651042500000
Saudi Arabia,SAU,2018,5892756000000
Saudi Arabia,SAU,2019,5984545700000
Saudi Arabia,SAU,2020,6019120000000
South America,,1980,2506857400000
South America,,1981,2664251600000
South America,,1982,2804055200000
South America,,1983,2897640200000
South America,,1984,2995229500000
South America,,1985,3089769400000
South America,,1986,4104479000000.0005
South America,,1987,4611928500000
South America,,1988,4743370000000
South America,,1989,4781363000000
South America,,1990,5238042000000
South America,,1991,5404224400000
South America,,1992,5497543300000
South America,,1993,5504526000000
South America,,1994,5843960000000
South America,,1995,5906539000000
South America,,1996,5911153300000
South America,,1997,6084291500000
South America,,1998,6190489000000
South America,,1999,6233295400000
South America,,2000,6238962000000
South America,,2001,6293649000000
South America,,2002,6224245000000
South America,,2003,6155247700000
South America,,2004,6317899000000
South America,,2005,6214853000000
South America,,2006,6705958400000
South America,,2007,6867202800000
South America,,2008,7060367600000
South America,,2009,7145175000000
South America,,2010,7720908600000
South America,,2011,7746022000000
South America,,2012,7880704000000
South America,,2013,7878077500000
South America,,2014,7891750300000
South America,,2015,7935072000000
South America,,2016,7977339300000
South America,,2017,7810491600000
South America,,2018,7702541000000
South America,,2019,7638790600000
South America,,2020,7597885000000
South and Central America (BP),,1980,2796432300000
South and Central America (BP),,1981,2995751600000
South and Central America (BP),,1982,3129705200000
South and Central America (BP),,1983,3206715300000
South and Central America (BP),,1984,3298454500000
South and Central America (BP),,1985,3398844500000
South and Central America (BP),,1986,4405753600000
South and Central America (BP),,1987,4907353400000
South and Central America (BP),,1988,5030019800000
South and Central America (BP),,1989,5079713000000
South and Central America (BP),,1990,5503242000000
South and Central America (BP),,1991,5655774000000
South and Central America (BP),,1992,5744218300000
South and Central America (BP),,1993,5748276700000
South and Central America (BP),,1994,6141335000000
South and Central America (BP),,1995,6265339000000
South and Central America (BP),,1996,6374278000000
South and Central America (BP),,1997,6606891000000
South and Central America (BP),,1998,6754039000000
South and Central America (BP),,1999,6840720700000
South and Central America (BP),,2000,6799587700000
South and Central America (BP),,2001,6872799000000
South and Central America (BP),,2002,6816070000000
South and Central America (BP),,2003,6691497300000
South and Central America (BP),,2004,6853174000000
South and Central America (BP),,2005,6750128000000
South and Central America (BP),,2006,7192483400000
South and Central America (BP),,2007,7353793000000
South and Central America (BP),,2008,7501179000000
South and Central America (BP),,2009,7558739700000
South and Central America (BP),,2010,8107172000000
South and Central America (BP),,2011,8124745000000.001
South and Central America (BP),,2012,8254269000000.001
South and Central America (BP),,2013,8227819000000
South and Central America (BP),,2014,8220197000000.001
South and Central America (BP),,2015,8262544000000
South and Central America (BP),,2016,8278969000000
South and Central America (BP),,2017,8130226000000
South and Central America (BP),,2018,7985925700000
South and Central America (BP),,2019,7938560500000
South and Central America (BP),,2020,7897476700000
Syria,SYR,1980,87750000000
Syria,SYR,1981,87750000000
Syria,SYR,1982,100425000000
Syria,SYR,1983,101400000000
Syria,SYR,1984,101400000000
Syria,SYR,1985,120900000000
Syria,SYR,1986,138450000000
Syria,SYR,1987,121875000000
Syria,SYR,1988,110175000000
Syria,SYR,1989,153075000000
Syria,SYR,1990,177450000000
Syria,SYR,1991,195000000000
Syria,SYR,1992,195000000000
Syria,SYR,1993,221325000000
Syria,SYR,1994,229125000000
Syria,SYR,1995,229125000000
Syria,SYR,1996,229125000000
Syria,SYR,1997,232050000000
Syria,SYR,1998,232050000000
Syria,SYR,1999,234975000000
Syria,SYR,2000,234975000000
Syria,SYR,2001,234975000000
Syria,SYR,2002,243750000000
Syria,SYR,2003,282750000000
Syria,SYR,2004,282750000000
Syria,SYR,2005,277875000000
Syria,SYR,2006,273000000000.00003
Syria,SYR,2007,268125000000
Syria,SYR,2008,263249999999.99997
Syria,SYR,2009,268612499999.99997
Syria,SYR,2010,268612499999.99997
Syria,SYR,2011,277875000000
Syria,SYR,2012,268612499999.99997
Syria,SYR,2013,277875000000
Syria,SYR,2014,268612499999.99997
Syria,SYR,2015,268612499999.99997
Syria,SYR,2016,268612499999.99997
Syria,SYR,2017,268612499999.99997
Syria,SYR,2018,268612499999.99997
Syria,SYR,2019,268612499999.99997
Syria,SYR,2020,268612499999.99997
Thailand,THA,1980,284700000000
Thailand,THA,1981,391950000000
Thailand,THA,1982,341250000000
Thailand,THA,1983,163800000000
Thailand,THA,1984,204750000000
Thailand,THA,1985,212550000000
Thailand,THA,1986,198900000000
Thailand,THA,1987,179400000000
Thailand,THA,1988,190125000000
Thailand,THA,1989,223275000000
Thailand,THA,1990,218400000000
Thailand,THA,1991,239850000000
Thailand,THA,1992,225225000000
Thailand,THA,1993,176475000000
Thailand,THA,1994,170625000000
Thailand,THA,1995,171600000000
Thailand,THA,1996,191100000000
Thailand,THA,1997,199875000000
Thailand,THA,1998,409500000000
Thailand,THA,1999,336375000000
Thailand,THA,2000,351000000000
Thailand,THA,2001,368550000000
Thailand,THA,2002,429975000000
Thailand,THA,2003,407550000000
Thailand,THA,2004,345150000000
Thailand,THA,2005,296400000000
Thailand,THA,2006,322725000000
Thailand,THA,2007,328239600000
Thailand,THA,2008,351685300000
Thailand,THA,2009,323257400000
Thailand,THA,2010,310069200000
Thailand,THA,2011,294858800000
Thailand,THA,2012,264904600000
Thailand,THA,2013,246612560000
Thailand,THA,2014,227180200000
Thailand,THA,2015,214063800000
Thailand,THA,2016,200169010000
Thailand,THA,2017,187862070000
Thailand,THA,2018,177540400000
Thailand,THA,2019,143084030000
Thailand,THA,2020,143084030000
Trinidad and Tobago,TTO,1980,289575000000
Trinidad and Tobago,TTO,1981,331500000000
Trinidad and Tobago,TTO,1982,325650000000
Trinidad and Tobago,TTO,1983,309075000000
Trinidad and Tobago,TTO,1984,303225000000
Trinidad and Tobago,TTO,1985,309075000000
Trinidad and Tobago,TTO,1986,301275000000
Trinidad and Tobago,TTO,1987,295425000000
Trinidad and Tobago,TTO,1988,286650000000
Trinidad and Tobago,TTO,1989,278850000000
Trinidad and Tobago,TTO,1990,245700000000
Trinidad and Tobago,TTO,1991,232050000000
Trinidad and Tobago,TTO,1992,227175000000
Trinidad and Tobago,TTO,1993,224250000000
Trinidad and Tobago,TTO,1994,278850000000
Trinidad and Tobago,TTO,1995,340275000000
Trinidad and Tobago,TTO,1996,444600000000
Trinidad and Tobago,TTO,1997,504075000000.00006
Trinidad and Tobago,TTO,1998,546000000000.00006
Trinidad and Tobago,TTO,1999,589875000000
Trinidad and Tobago,TTO,2000,543075000000
Trinidad and Tobago,TTO,2001,561600000000
Trinidad and Tobago,TTO,2002,574275000000
Trinidad and Tobago,TTO,2003,518700000000.00006
Trinidad and Tobago,TTO,2004,518700000000.00006
Trinidad and Tobago,TTO,2005,516750000000.00006
Trinidad and Tobago,TTO,2006,468000000000
Trinidad and Tobago,TTO,2007,468065700000
Trinidad and Tobago,TTO,2008,423261170000
Trinidad and Tobago,TTO,2009,396989800000
Trinidad and Tobago,TTO,2010,370663320000
Trinidad and Tobago,TTO,2011,365073080000
Trinidad and Tobago,TTO,2012,360914830000
Trinidad and Tobago,TTO,2013,337066800000
Trinidad and Tobago,TTO,2014,316771180000
Trinidad and Tobago,TTO,2015,316771180000
Trinidad and Tobago,TTO,2016,291904240000
Trinidad and Tobago,TTO,2017,309528650000
Trinidad and Tobago,TTO,2018,273178300000
Trinidad and Tobago,TTO,2019,289563500000
Trinidad and Tobago,TTO,2020,289866420000
Turkmenistan,TKM,1997,1757925000000
Turkmenistan,TKM,1998,1815450000000
Turkmenistan,TKM,1999,1815450000000
Turkmenistan,TKM,2000,1815450000000
Turkmenistan,TKM,2001,1815450000000
Turkmenistan,TKM,2002,1815450000000
Turkmenistan,TKM,2003,1815450000000
Turkmenistan,TKM,2004,1815450000000
Turkmenistan,TKM,2005,1815450000000
Turkmenistan,TKM,2006,1815450000000
Turkmenistan,TKM,2007,5712525000000
Turkmenistan,TKM,2008,5712525000000
Turkmenistan,TKM,2009,7910175000000
Turkmenistan,TKM,2010,13601250000000
Turkmenistan,TKM,2011,13601250000000
Turkmenistan,TKM,2012,13601250000000
Turkmenistan,TKM,2013,13601250000000
Turkmenistan,TKM,2014,13601250000000
Turkmenistan,TKM,2015,13601250000000
Turkmenistan,TKM,2016,13601250000000
Turkmenistan,TKM,2017,13601250000000
Turkmenistan,TKM,2018,13601250000000
Turkmenistan,TKM,2019,13601250000000
Turkmenistan,TKM,2020,13601250000000
USSR,OWID_USS,1980,20469296000000
USSR,OWID_USS,1981,21748627000000
USSR,OWID_USS,1982,22388292000000
USSR,OWID_USS,1983,23027958000000
USSR,OWID_USS,1984,23987457000000
USSR,OWID_USS,1985,25586620000000
USSR,OWID_USS,1986,26226284000000
USSR,OWID_USS,1987,26674051000000
USSR,OWID_USS,1988,27185783000000
USSR,OWID_USS,1989,33262604000000.004
USSR,OWID_USS,1990,34880960000000
USSR,OWID_USS,1991,2415040300000
USSR,OWID_USS,1992,2390937800000
USSR,OWID_USS,1993,3410424200000
USSR,OWID_USS,1994,3851329000000
USSR,OWID_USS,1995,4129969000000
USSR,OWID_USS,1996,3939344400000
Ukraine,UKR,1997,742596200000
Ukraine,UKR,1998,795638800000
Ukraine,UKR,1999,788566400000
Ukraine,UKR,2000,785030300000
Ukraine,UKR,2001,785030300000
Ukraine,UKR,2002,785030300000
Ukraine,UKR,2003,781494100000
Ukraine,UKR,2004,785030300000
Ukraine,UKR,2005,777957900000
Ukraine,UKR,2006,776529300000
Ukraine,UKR,2007,776529300000
Ukraine,UKR,2008,761451070000
Ukraine,UKR,2009,746372800000
Ukraine,UKR,2010,730197900000
Ukraine,UKR,2011,729083060000
Ukraine,UKR,2012,1165016500000
Ukraine,UKR,2013,1137240200000
Ukraine,UKR,2014,1138232200000
Ukraine,UKR,2015,1069585199999.9999
Ukraine,UKR,2016,1050141800000
Ukraine,UKR,2017,1031690400000
Ukraine,UKR,2018,1091210999999.9999
Ukraine,UKR,2019,1091210999999.9999
Ukraine,UKR,2020,1091210999999.9999
United Arab Emirates,ARE,1980,2310750000000
United Arab Emirates,ARE,1981,2465775000000
United Arab Emirates,ARE,1982,2898675000000
United Arab Emirates,ARE,1983,2972775000000
United Arab Emirates,ARE,1984,3030300000000
United Arab Emirates,ARE,1985,3069300000000
United Arab Emirates,ARE,1986,5278845000000
United Arab Emirates,ARE,1987,5541900000000
United Arab Emirates,ARE,1988,5521425000000
United Arab Emirates,ARE,1989,5508750000000
United Arab Emirates,ARE,1990,5482425000000
United Arab Emirates,ARE,1991,5648175000000
United Arab Emirates,ARE,1992,5650125000000
United Arab Emirates,ARE,1993,5650125000000
United Arab Emirates,ARE,1994,6607575000000
United Arab Emirates,ARE,1995,5712525000000
United Arab Emirates,ARE,1996,5639400000000
United Arab Emirates,ARE,1997,5911425000000
United Arab Emirates,ARE,1998,5846100000000
United Arab Emirates,ARE,1999,5845125000000
United Arab Emirates,ARE,2000,5844150000000
United Arab Emirates,ARE,2001,5906550000000
United Arab Emirates,ARE,2002,5902650000000
United Arab Emirates,ARE,2003,5895825000000
United Arab Emirates,ARE,2004,5901675000000
United Arab Emirates,ARE,2005,5908500000000
United Arab Emirates,ARE,2006,5889975000000
United Arab Emirates,ARE,2007,5923125000000
United Arab Emirates,ARE,2008,5937750000000
United Arab Emirates,ARE,2009,5938725000000
United Arab Emirates,ARE,2010,5938725000000
United Arab Emirates,ARE,2011,5938725000000
United Arab Emirates,ARE,2012,5938725000000
United Arab Emirates,ARE,2013,5938725000000
United Arab Emirates,ARE,2014,5938725000000
United Arab Emirates,ARE,2015,5938725000000
United Arab Emirates,ARE,2016,5938725000000
United Arab Emirates,ARE,2017,5938725000000
United Arab Emirates,ARE,2018,5938725000000
United Arab Emirates,ARE,2019,5938725000000
United Arab Emirates,ARE,2020,5938725000000
United Kingdom,GBR,1980,720525000000
United Kingdom,GBR,1981,647400000000
United Kingdom,GBR,1982,617175000000
United Kingdom,GBR,1983,694200000000
United Kingdom,GBR,1984,706875000000
United Kingdom,GBR,1985,631800000000
United Kingdom,GBR,1986,618150000000
United Kingdom,GBR,1987,627900000000
United Kingdom,GBR,1988,575250000000
United Kingdom,GBR,1989,546000000000.00006
United Kingdom,GBR,1990,531375000000.00006
United Kingdom,GBR,1991,526499999999.99994
United Kingdom,GBR,1992,594750000000
United Kingdom,GBR,1993,614250000000
United Kingdom,GBR,1994,643500000000
United Kingdom,GBR,1995,682500000000
United Kingdom,GBR,1996,741000000000
United Kingdom,GBR,1997,745875000000
United Kingdom,GBR,1998,736125000000
United Kingdom,GBR,1999,756200000000
United Kingdom,GBR,2000,731325000000
United Kingdom,GBR,2001,651725000000
United Kingdom,GBR,2002,626850000000
United Kingdom,GBR,2003,587050000000
United Kingdom,GBR,2004,528344999999.99994
United Kingdom,GBR,2005,478595000000
United Kingdom,GBR,2006,409940000000
United Kingdom,GBR,2007,341285000000
United Kingdom,GBR,2008,290540000000
United Kingdom,GBR,2009,254720000000
United Kingdom,GBR,2010,251327040000
United Kingdom,GBR,2011,244799850000
United Kingdom,GBR,2012,242780000000
United Kingdom,GBR,2013,239795000000
United Kingdom,GBR,2014,204970000000
United Kingdom,GBR,2015,205965000000
United Kingdom,GBR,2016,183957650000
United Kingdom,GBR,2017,186979340000
United Kingdom,GBR,2018,186979340000
United Kingdom,GBR,2019,186979340000
United Kingdom,GBR,2020,186979340000
United States,USA,1980,5396133000000
United States,USA,1981,5469583000000
United States,USA,1982,5463672000000
United States,USA,1983,5429373700000
United States,USA,1984,5353890000000
United States,USA,1985,5242888000000
United States,USA,1986,5194545000000
United States,USA,1987,5075924000000
United States,USA,1988,4555699300000
United States,USA,1989,4531080200000
United States,USA,1990,4591543000000
United States,USA,1991,4529616400000
United States,USA,1992,4474115000000
United States,USA,1993,4403620200000
United States,USA,1994,4442175400000
United States,USA,1995,4477667000000
United States,USA,1996,4513673300000
United States,USA,1997,4533981300000
United States,USA,1998,4447706700000
United States,USA,1999,4538943300000
United States,USA,2000,4810646500000
United States,USA,2001,4974221000000
United States,USA,2002,5068738500000
United States,USA,2003,5125622700000
United States,USA,2004,5219679000000
United States,USA,2005,5541568800000
United States,USA,2006,5723228500000
United States,USA,2007,6445556000000
United States,USA,2008,6633452000000
United States,USA,2009,7388641400000
United States,USA,2010,8259415000000.001
United States,USA,2011,9057687000000
United States,USA,2012,8351898000000
United States,USA,2013,9171482000000
United States,USA,2014,9996813000000
United States,USA,2015,8343601000000
United States,USA,2016,8736855000000
United States,USA,2017,11888134000000
United States,USA,2018,12874004000000
United States,USA,2019,12618705000000
United States,USA,2020,12618705000000
Upper-middle-income countries,,1980,26310050000000
Upper-middle-income countries,,1981,28026295000000
Upper-middle-income countries,,1982,28852808000000
Upper-middle-income countries,,1983,29314623000000
Upper-middle-income countries,,1984,30323238000000
Upper-middle-income countries,,1985,31996983000000
Upper-middle-income countries,,1986,32673859999999.996
Upper-middle-income countries,,1987,33523280000000
Upper-middle-income countries,,1988,35808273000000
Upper-middle-income countries,,1989,42710266000000
Upper-middle-income countries,,1990,44504990000000
Upper-middle-income countries,,1991,43715134000000
Upper-middle-income countries,,1992,44955425000000
Upper-middle-income countries,,1993,45206980000000
Upper-middle-income countries,,1994,45043740000000
Upper-middle-income countries,,1995,44334705000000
Upper-middle-income countries,,1996,43469986000000
Upper-middle-income countries,,1997,47727337000000
Upper-middle-income countries,,1998,47096570000000
Upper-middle-income countries,,1999,47026516000000
Upper-middle-income countries,,2000,47020355000000
Upper-middle-income countries,,2001,47253290000000
Upper-middle-income countries,,2002,47587383000000
Upper-middle-income countries,,2003,47369110000000
Upper-middle-income countries,,2004,47340100000000
Upper-middle-income countries,,2005,47415913000000
Upper-middle-income countries,,2006,47562004000000
Upper-middle-income countries,,2007,52273666000000
Upper-middle-income countries,,2008,52801098000000
Upper-middle-income countries,,2009,55088734000000
Upper-middle-income countries,,2010,60686040000000
Upper-middle-income countries,,2011,61297432000000
Upper-middle-income countries,,2012,61698147000000
Upper-middle-income countries,,2013,61135410000000
Upper-middle-income countries,,2014,62811000000000
Upper-middle-income countries,,2015,63544617000000
Upper-middle-income countries,,2016,65252520000000.01
Upper-middle-income countries,,2017,68676390000000
Upper-middle-income countries,,2018,69412740000000
Upper-middle-income countries,,2019,71706390000000
Upper-middle-income countries,,2020,71500270000000
Uzbekistan,UZB,1997,863850000000
Uzbekistan,UZB,1998,863850000000
Uzbekistan,UZB,1999,913575000000
Uzbekistan,UZB,2000,913575000000
Uzbekistan,UZB,2001,913575000000
Uzbekistan,UZB,2002,918450000000
Uzbekistan,UZB,2003,918450000000
Uzbekistan,UZB,2004,913575000000
Uzbekistan,UZB,2005,924300000000
Uzbekistan,UZB,2006,924300000000
Uzbekistan,UZB,2007,918450000000
Uzbekistan,UZB,2008,885300000000
Uzbekistan,UZB,2009,873600000000
Uzbekistan,UZB,2010,873600000000
Uzbekistan,UZB,2011,873600000000
Uzbekistan,UZB,2012,845325000000
Uzbekistan,UZB,2013,845325000000
Uzbekistan,UZB,2014,845325000000
Uzbekistan,UZB,2015,845325000000
Uzbekistan,UZB,2016,845325000000
Uzbekistan,UZB,2017,845325000000
Uzbekistan,UZB,2018,845325000000
Uzbekistan,UZB,2019,845325000000
Uzbekistan,UZB,2020,845325000000
Venezuela,VEN,1980,1401275200000
Venezuela,VEN,1981,1515261000000
Venezuela,VEN,1982,1633054300000
Venezuela,VEN,1983,1734186300000
Venezuela,VEN,1984,1849593000000
Venezuela,VEN,1985,1925628000000
Venezuela,VEN,1986,2910420000000
Venezuela,VEN,1987,3150180000000
Venezuela,VEN,1988,3170160000000
Venezuela,VEN,1989,3321897000000
Venezuela,VEN,1990,3806190000000
Venezuela,VEN,1991,3975798000000
Venezuela,VEN,1992,4099230000000.0005
Venezuela,VEN,1993,4099230000000.0005
Venezuela,VEN,1994,4401205500000
Venezuela,VEN,1995,4511817000000
Venezuela,VEN,1996,4497165000000
Venezuela,VEN,1997,4574088000000
Venezuela,VEN,1998,4603685000000
Venezuela,VEN,1999,4609184000000
Venezuela,VEN,2000,4609184000000
Venezuela,VEN,2001,4639800000000
Venezuela,VEN,2002,4640910000000
Venezuela,VEN,2003,4683090000000
Venezuela,VEN,2004,4761243000000
Venezuela,VEN,2005,4785917000000
Venezuela,VEN,2006,5225489000000
Venezuela,VEN,2007,5372307000000
Venezuela,VEN,2008,5531382600000
Venezuela,VEN,2009,5622409000000
Venezuela,VEN,2010,6132200000000
Venezuela,VEN,2011,6136537000000
Venezuela,VEN,2012,6173343700000
Venezuela,VEN,2013,6194843000000
Venezuela,VEN,2014,6235044000000
Venezuela,VEN,2015,6328742000000
Venezuela,VEN,2016,6371143300000
Venezuela,VEN,2017,6336411500000
Venezuela,VEN,2018,6296571300000
Venezuela,VEN,2019,6260173300000
Venezuela,VEN,2020,6260173300000
Vietnam,VNM,1980,0
Vietnam,VNM,1981,0
Vietnam,VNM,1982,0
Vietnam,VNM,1983,0
Vietnam,VNM,1984,0
Vietnam,VNM,1985,0
Vietnam,VNM,1986,0
Vietnam,VNM,1987,0
Vietnam,VNM,1988,0
Vietnam,VNM,1989,0
Vietnam,VNM,1990,14625000000
Vietnam,VNM,1991,14625000000
Vietnam,VNM,1992,103350000000
Vietnam,VNM,1993,103350000000
Vietnam,VNM,1994,130649999999.99998
Vietnam,VNM,1995,143325000000
Vietnam,VNM,1996,166725000000
Vietnam,VNM,1997,165750000000
Vietnam,VNM,1998,165750000000
Vietnam,VNM,1999,165750000000
Vietnam,VNM,2000,165750000000
Vietnam,VNM,2001,188175000000
Vietnam,VNM,2002,224250000000
Vietnam,VNM,2003,214500000000
Vietnam,VNM,2004,214500000000
Vietnam,VNM,2005,214500000000
Vietnam,VNM,2006,214500000000
Vietnam,VNM,2007,499744800000
Vietnam,VNM,2008,583035600000
Vietnam,VNM,2009,713921100000
Vietnam,VNM,2010,645928600000
Vietnam,VNM,2011,645928600000
Vietnam,VNM,2012,645928600000
Vietnam,VNM,2013,645928600000
Vietnam,VNM,2014,645928600000
Vietnam,VNM,2015,645928600000
Vietnam,VNM,2016,645928600000
Vietnam,VNM,2017,645928600000
Vietnam,VNM,2018,645928600000
Vietnam,VNM,2019,645928600000
Vietnam,VNM,2020,645928600000
World,OWID_WRL,1980,70889120000000
World,OWID_WRL,1981,73468180000000
World,OWID_WRL,1982,75805370000000
World,OWID_WRL,1983,77394410000000
World,OWID_WRL,1984,80211980000000
World,OWID_WRL,1985,82405560000000
World,OWID_WRL,1986,88327920000000
World,OWID_WRL,1987,90836300000000
World,OWID_WRL,1988,94752520000000
World,OWID_WRL,1989,105463810000000
World,OWID_WRL,1990,108363014000000
World,OWID_WRL,1991,114150180000000
World,OWID_WRL,1992,116846250000000
World,OWID_WRL,1993,118019875000000
World,OWID_WRL,1994,118823990000000
World,OWID_WRL,1995,119088180000000
World,OWID_WRL,1996,122339165000000
World,OWID_WRL,1997,125038960000000
World,OWID_WRL,1998,128521909999999.98
World,OWID_WRL,1999,131900440000000
World,OWID_WRL,2000,138023200000000
World,OWID_WRL,2001,152481660000000
World,OWID_WRL,2002,153899540000000
World,OWID_WRL,2003,154580830000000
World,OWID_WRL,2004,155019820000000
World,OWID_WRL,2005,153392750000000
World,OWID_WRL,2006,155285050000000
World,OWID_WRL,2007,162672210000000
World,OWID_WRL,2008,165961580000000
World,OWID_WRL,2009,168976060000000
World,OWID_WRL,2010,179940830000000
World,OWID_WRL,2011,181919480000000
World,OWID_WRL,2012,180794710000000
World,OWID_WRL,2013,181298810000000
World,OWID_WRL,2014,183161900000000
World,OWID_WRL,2015,181192920000000
World,OWID_WRL,2016,183535570000000
World,OWID_WRL,2017,187827880000000
World,OWID_WRL,2018,189053380000000
World,OWID_WRL,2019,190267400000000
World,OWID_WRL,2020,188073780000000
Yemen,YEM,1980,0
Yemen,YEM,1981,0
Yemen,YEM,1982,0
Yemen,YEM,1983,0
Yemen,YEM,1984,0
Yemen,YEM,1985,0
Yemen,YEM,1986,16575000000
Yemen,YEM,1987,110175000000
Yemen,YEM,1988,152100000000
Yemen,YEM,1989,193050000000
Yemen,YEM,1990,238875000000
Yemen,YEM,1991,324683670000
Yemen,YEM,1992,324683670000
Yemen,YEM,1993,324683670000
Yemen,YEM,1994,324683670000
Yemen,YEM,1995,324683670000
Yemen,YEM,1996,324683670000
Yemen,YEM,1997,324683670000
Yemen,YEM,1998,324683670000
Yemen,YEM,1999,324683670000
Yemen,YEM,2000,324683670000
Yemen,YEM,2001,324683670000
Yemen,YEM,2002,324683670000
Yemen,YEM,2003,324683670000
Yemen,YEM,2004,324683670000
Yemen,YEM,2005,324683670000
Yemen,YEM,2006,324683670000
Yemen,YEM,2007,324683670000
Yemen,YEM,2008,324683670000
Yemen,YEM,2009,323711870000
Yemen,YEM,2010,315892370000
Yemen,YEM,2011,304113000000
Yemen,YEM,2012,294601800000
Yemen,YEM,2013,281657000000
Yemen,YEM,2014,269527730000.00003
Yemen,YEM,2015,266937519999.99997
Yemen,YEM,2016,266435150000
Yemen,YEM,2017,266133730000
Yemen,YEM,2018,266033260000
Yemen,YEM,2019,265932800000.00003
Yemen,YEM,2020,265831019999.99997