Entity,Code,Year,gas_reserves
China,CHN,1995,1.68283E+12
China,CHN,1996,1.17961E+12
China,CHN,1997,1.16943E+12
China,CHN,1998,1.37765E+12
China,CHN,1999,1.37765E+12
China,CHN,2000,1.37765E+12
China,CHN,2001,1.37846E+12
China,CHN,2002,1.27797E+12
China,CHN,2003,1.34663E+12
China,CHN,2004,1.45955E+12
China,CHN,2005,1.54664E+12
China,CHN,2006,1.69675E+12
China,CHN,2007,2.27284E+12
China,CHN,2008,2.7106E+12
China,CHN,2009,2.86821E+12
China,CHN,2010,2.74709E+12
China,CHN,2011,2.929E+12
China,CHN,2012,3.13986E+12
China,CHN,2013,3.37452E+12
China,CHN,2014,3.57644E+12
China,CHN,2015,4.6794E+12
China,CHN,2016,5.47931E+12
China,CHN,2017,6.0703E+12
China,CHN,2018,6.36393E+12
China,CHN,2019,8.39855E+12
China,CHN,2020,8.39855E+12
Colombia,COL,1980,1.1895E+11
Colombia,COL,1981,1.1895E+11
Colombia,COL,1982,1.17E+11
Colombia,COL,1983,1.10175E+11
Colombia,COL,1984,1.06275E+11
Colombia,COL,1985,1.04325E+11
Colombia,COL,1986,1.10175E+11
Colombia,COL,1987,94575000000
Colombia,COL,1988,1.23825E+11
Colombia,COL,1989,1.06275E+11
Colombia,COL,1990,98475000000
Colombia,COL,1991,96525000000
Colombia,COL,1992,1.80375E+11
Colombia,COL,1993,2.05725E+11
Colombia,COL,1994,2.0865E+11
Colombia,COL,1995,2.11575E+11
Colombia,COL,1996,2.11575E+11
Colombia,COL,1997,1.911E+11
Colombia,COL,1998,1.911E+11
Colombia,COL,1999,1.833E+11
Colombia,COL,2000,1.25775E+11
Colombia,COL,2001,1.248E+11
Colombia,COL,2002,1.17E+11
Colombia,COL,2003,1.1115E+11
Colombia,COL,2004,1.16025E+11
Colombia,COL,2005,1.10175E+11
Colombia,COL,2006,1.19925E+11
Colombia,COL,2007,1.20271E+11
Colombia,COL,2008,1.19486E+11
Colombia,COL,2009,1.29107E+11
Colombia,COL,2010,1.47313E+11
Colombia,COL,2011,1.48894E+11
Colombia,COL,2012,1.56089E+11
Colombia,COL,2013,1.5012E+11
Colombia,COL,2014,1.29706E+11
Colombia,COL,2015,1.18859E+11
Colombia,COL,2016,1.09665E+11
Colombia,COL,2017,1.06185E+11
Colombia,COL,2018,1.03078E+11
Colombia,COL,2019,86207464000
Colombia,COL,2020,86207464000
Denmark,DNK,1980,85485000000
Denmark,DNK,1981,85485000000
Denmark,DNK,1982,85485000000
Denmark,DNK,1983,1.02165E+11
Denmark,DNK,1984,1.07378E+11
Denmark,DNK,1985,94867500000
Denmark,DNK,1986,74017500000
Denmark,DNK,1987,72975000000
Denmark,DNK,1988,82357500000
Denmark,DNK,1989,1.1259E+11
Denmark,DNK,1990,1.03208E+11
Denmark,DNK,1991,1.05293E+11
Denmark,DNK,1992,1.34483E+11
Denmark,DNK,1993,1.31355E+11
Denmark,DNK,1994,1.2927E+11
Denmark,DNK,1995,1.251E+11
Denmark,DNK,1996,1.18845E+11
Denmark,DNK,1997,1.15718E+11
Denmark,DNK,1998,1.0842E+11
Denmark,DNK,1999,1.3845E+11
Denmark,DNK,2000,1.404E+11
Denmark,DNK,2001,1.37475E+11
Denmark,DNK,2002,1.25775E+11
Denmark,DNK,2003,1.326E+11
Denmark,DNK,2004,1.287E+11
Denmark,DNK,2005,1.1895E+11
Denmark,DNK,2006,1.17E+11
Denmark,DNK,2007,71931780000
Denmark,DNK,2008,57177614000
Denmark,DNK,2009,66500250000
Denmark,DNK,2010,54031450000
Denmark,DNK,2011,44736467000
Denmark,DNK,2012,39572578000
Denmark,DNK,2013,37985590000
Denmark,DNK,2014,36433680000
Denmark,DNK,2015,17744148000
Denmark,DNK,2016,13568028000
Denmark,DNK,2017,28196104000
Denmark,DNK,2018,29189525000
Denmark,DNK,2019,29640902000
Denmark,DNK,2020,28027957000
Egypt,EGY,1980,80850000000
Egypt,EGY,1981,79887500000
Egypt,EGY,1982,1.95388E+11
Egypt,EGY,1983,1.925E+11
Egypt,EGY,1984,2.26188E+11
Egypt,EGY,1985,2.45438E+11
Egypt,EGY,1986,2.79125E+11
Egypt,EGY,1987,2.95488E+11
Egypt,EGY,1988,3.16663E+11
Egypt,EGY,1989,3.37838E+11
Egypt,EGY,1990,3.64788E+11
Egypt,EGY,1991,3.8115E+11
Egypt,EGY,1992,4.1965E+11
Egypt,EGY,1993,5.72688E+11
Egypt,EGY,1994,6.07338E+11
Egypt,EGY,1995,6.20813E+11
Egypt,EGY,1996,8.17163E+11
Egypt,EGY,1997,8.92238E+11
Egypt,EGY,1998,9.8175E+11
Egypt,EGY,1999,1.17714E+12
Egypt,EGY,2000,1.37926E+12
Egypt,EGY,2001,1.49861E+12
Egypt,EGY,2002,1.59486E+12
Egypt,EGY,2003,1.66012E+12
Egypt,EGY,2004,1.79988E+12
Egypt,EGY,2005,1.82394E+12
Egypt,EGY,2006,1.91056E+12
Egypt,EGY,2007,1.99238E+12
Egypt,EGY,2008,2.06938E+12
Egypt,EGY,2009,2.10788E+12
Egypt,EGY,2010,2.12713E+12
Egypt,EGY,2011,2.10788E+12
Egypt,EGY,2012,2.10306E+12
Egypt,EGY,2013,2.10306E+12
Egypt,EGY,2014,2.10403E+12
Egypt,EGY,2015,2.00778E+12
Egypt,EGY,2016,2.13771E+12
Egypt,EGY,2017,2.13771E+12
Egypt,EGY,2018,2.13771E+12
Egypt,EGY,2019,2.13771E+12
Egypt,EGY,2020,2.13771E+12
Europe,,1980,2.4749E+13
Europe,,1981,2.58641E+13
Europe,,1982,2.63727E+13
Europe,,1983,2.72595E+13
Europe,,1984,2.81513E+13
Europe,,1985,2.9846E+13
Europe,,1986,3.04234E+13
Europe,,1987,3.16116E+13
Europe,,1988,3.25144E+13
Europe,,1989,3.85364E+13
Europe,,1990,4.03952E+13
Europe,,1991,3.89757E+13
Europe,,1992,3.98965E+13
Europe,,1993,3.98067E+13
Europe,,1994,3.95487E+13
Europe,,1995,3.87207E+13
Europe,,1996,3.85207E+13
Europe,,1997,3.90754E+13
Europe,,1998,3.87967E+13
Europe,,1999,3.84568E+13
Europe,,2000,3.85261E+13
Europe,,2001,3.94988E+13
Europe,,2002,3.98504E+13
Europe,,2003,3.98421E+13
Europe,,2004,3.94938E+13
Europe,,2005,3.94564E+13
Europe,,2006,3.92128E+13
Europe,,2007,3.91798E+13
Europe,,2008,3.89787E+13
Europe,,2009,3.88422E+13
Europe,,2010,3.87853E+13
Europe,,2011,3.90616E+13
Europe,,2012,3.94406E+13
Europe,,2013,3.95949E+13
Europe,,2014,3.94272E+13
Europe,,2015,3.91847E+13
Europe,,2016,3.88221E+13
Europe,,2017,4.17912E+13
Europe,,2018,4.10544E+13
Europe,,2019,4.08337E+13
Europe,,2020,4.05603E+13
Europe (BP),,1980,4.27966E+12
Europe (BP),,1981,4.11545E+12
Europe (BP),,1982,3.98436E+12
Europe (BP),,1983,4.23154E+12
Europe (BP),,1984,4.16385E+12
Europe (BP),,1985,4.2594E+12
Europe (BP),,1986,4.19711E+12
Europe (BP),,1987,4.93754E+12
Europe (BP),,1988,5.32865E+12
Europe (BP),,1989,5.27382E+12
Europe (BP),,1990,5.51421E+12
Europe (BP),,1991,5.06518E+12
Europe (BP),,1992,5.16661E+12
Europe (BP),,1993,5.07272E+12
Europe (BP),,1994,5.03933E+12
Europe (BP),,1995,5.01602E+12
Europe (BP),,1996,5.09536E+12
Europe (BP),,1997,5.508E+12
Europe (BP),,1998,5.43269E+12
Europe (BP),,1999,5.50697E+12
Europe (BP),,2000,5.37035E+12
Europe (BP),,2001,6.13721E+12
Europe (BP),,2002,5.93988E+12
Europe (BP),,2003,6.06875E+12
Europe (BP),,2004,5.85772E+12
Europe (BP),,2005,5.6831E+12
Europe (BP),,2006,5.43952E+12
Europe (BP),,2007,5.26923E+12
Europe (BP),,2008,4.99957E+12
Europe (BP),,2009,4.79438E+12
Europe (BP),,2010,4.66888E+12
Europe (BP),,2011,4.60211E+12
Europe (BP),,2012,4.80056E+12
Europe (BP),,2013,4.65093E+12
Europe (BP),,2014,4.37812E+12
Europe (BP),,2015,4.2273E+12
Europe (BP),,2016,3.98883E+12
Europe (BP),,2017,3.90299E+12
Europe (BP),,2018,3.41339E+12
Europe (BP),,2019,3.27696E+12
Europe (BP),,2020,3.16882E+12
European Union (27),,1980,3.09506E+12
European Union (27),,1981,3.00816E+12
European Union (27),,1982,2.92533E+12
European Union (27),,1983,3.0125E+12
European Union (27),,1984,2.96088E+12
European Union (27),,1985,2.96831E+12
European Union (27),,1986,3.01255E+12
European Union (27),,1987,2.95022E+12
European Union (27),,1988,2.91544E+12
European Union (27),,1989,2.89184E+12
European Union (27),,1990,3.19931E+12
European Union (27),,1991,3.1624E+12
European Union (27),,1992,3.08344E+12
European Union (27),,1993,2.99781E+12
European Union (27),,1994,2.94215E+12
European Union (27),,1995,2.87056E+12
European Union (27),,1996,2.80063E+12
European Union (27),,1997,2.77403E+12
European Union (27),,1998,2.67397E+12
European Union (27),,1999,2.66179E+12
European Union (27),,2000,2.54752E+12
European Union (27),,2001,2.47096E+12
European Union (27),,2002,2.36996E+12
European Union (27),,2003,2.23282E+12
European Union (27),,2004,2.14877E+12
European Union (27),,2005,2.05808E+12
European Union (27),,2006,1.94036E+12
European Union (27),,2007,1.82693E+12
European Union (27),,2008,1.7225E+12
European Union (27),,2009,1.73721E+12
European Union (27),,2010,1.63605E+12
European Union (27),,2011,1.5493E+12
European Union (27),,2012,1.29398E+12
European Union (27),,2013,1.21582E+12
European Union (27),,2014,1.10425E+12
European Union (27),,2015,1.08675E+12
European Union (27),,2016,9.8407E+11
European Union (27),,2017,9.46823E+11
European Union (27),,2018,5.05123E+11
European Union (27),,2019,4.46496E+11
European Union (27),,2020,4.41848E+11
Germany,DEU,1980,2.58375E+11
Germany,DEU,1981,2.418E+11
Germany,DEU,1982,2.34975E+11
Germany,DEU,1983,3.12E+11
Germany,DEU,1984,2.9835E+11
Germany,DEU,1985,2.886E+11
Germany,DEU,1986,3.7245E+11
Germany,DEU,1987,3.666E+11
Germany,DEU,1988,3.53925E+11
Germany,DEU,1989,3.42225E+11
Germany,DEU,1990,2.11575E+11
Germany,DEU,1991,1.90125E+11
Germany,DEU,1992,1.9305E+11
Germany,DEU,1993,1.9305E+11
Germany,DEU,1994,2.1645E+11
Germany,DEU,1995,2.11167E+11
Germany,DEU,1996,2.15427E+11
Germany,DEU,1997,2.01297E+11
Germany,DEU,1998,2.00603E+11
Germany,DEU,1999,2.37416E+11
Germany,DEU,2000,2.32053E+11
Germany,DEU,2001,2.23764E+11
Germany,DEU,2002,2.11366E+11
Germany,DEU,2003,1.90705E+11
Germany,DEU,2004,1.76901E+11
Germany,DEU,2005,1.64328E+11
Germany,DEU,2006,1.43226E+11
Germany,DEU,2007,1.3039E+11
Germany,DEU,2008,1.10959E+11
Germany,DEU,2009,86428110000
Germany,DEU,2010,76668680000
Germany,DEU,2011,69898630000
Germany,DEU,2012,62425190000
Germany,DEU,2013,54951750000
Germany,DEU,2014,45016475000
Germany,DEU,2015,40796180000
Germany,DEU,2016,37015498000
Germany,DEU,2017,32619360000
Germany,DEU,2018,26640609000
Germany,DEU,2019,21804854000
Germany,DEU,2020,19659538000
High-income countries,,1980,2.20136E+13
High-income countries,,1981,2.25695E+13
High-income countries,,1982,2.34535E+13
High-income countries,,1983,2.41734E+13
High-income countries,,1984,2.53682E+13
High-income countries,,1985,2.55673E+13
High-income countries,,1986,2.83521E+13
High-income countries,,1987,2.95672E+13
High-income countries,,1988,3.05194E+13
High-income countries,,1989,3.06289E+13
High-income countries,,1990,3.07168E+13
High-income countries,,1991,3.21386E+13
High-income countries,,1992,3.25611E+13
High-income countries,,1993,3.23783E+13
High-income countries,,1994,3.34306E+13
High-income countries,,1995,3.45573E+13
High-income countries,,1996,3.5139E+13
High-income countries,,1997,3.52625E+13
High-income countries,,1998,3.80637E+13
High-income countries,,1999,3.87359E+13
High-income countries,,2000,4.26558E+13
High-income countries,,2001,5.60081E+13
High-income countries,,2002,5.59751E+13
High-income countries,,2003,5.56338E+13
High-income countries,,2004,5.55044E+13
High-income countries,,2005,5.45197E+13
High-income countries,,2006,5.62876E+13
High-income countries,,2007,5.68841E+13
High-income countries,,2008,5.79235E+13
High-income countries,,2009,5.83458E+13
High-income countries,,2010,5.9329E+13
High-income countries,,2011,6.00366E+13
High-income countries,,2012,5.90171E+13
High-income countries,,2013,5.97754E+13
High-income countries,,2014,5.98181E+13
High-income countries,,2015,5.81107E+13
High-income countries,,2016,5.79883E+13
High-income countries,,2017,5.87732E+13
High-income countries,,2018,5.92843E+13
High-income countries,,2019,5.9125E+13
High-income countries,,2020,5.94207E+13
India,IND,1980,3.34425E+11
India,IND,1981,4.00725E+11
India,IND,1982,4.095E+11
India,IND,1983,4.5045E+11
India,IND,1984,4.6605E+11
India,IND,1985,4.68E+11
India,IND,1986,5.27475E+11
India,IND,1987,5.382E+11
India,IND,1988,5.85E+11
India,IND,1989,6.6885E+11
India,IND,1990,6.825E+11
India,IND,1991,7.1175E+11
India,IND,1992,7.16625E+11
India,IND,1993,7.0005E+11
India,IND,1994,6.8445E+11
India,IND,1995,6.50756E+11
India,IND,1996,6.17261E+11
India,IND,1997,6.663E+11
India,IND,1998,6.49457E+11
India,IND,1999,6.23662E+11
India,IND,2000,7.31317E+11
India,IND,2001,7.34339E+11
India,IND,2002,7.22558E+11
India,IND,2003,8.21975E+11
India,IND,2004,8.88388E+11
India,IND,2005,1.07348E+12
India,IND,2006,1.04813E+12
India,IND,2007,1.01544E+12
India,IND,2008,1.04913E+12
India,IND,2009,1.07344E+12
India,IND,2010,1.1055E+12
India,IND,2011,1.23013E+12
India,IND,2012,1.28036E+12
India,IND,2013,1.30396E+12
India,IND,2014,1.37363E+12
India,IND,2015,1.20494E+12
India,IND,2016,1.18137E+12
India,IND,2017,1.24133E+12
India,IND,2018,1.28934E+12
India,IND,2019,1.32887E+12
India,IND,2020,1.32044E+12
Indonesia,IDN,1980,8.3433E+11
Indonesia,IDN,1981,8.76625E+11
Indonesia,IDN,1982,9.744E+11
Indonesia,IDN,1983,1.20714E+12
Indonesia,IDN,1984,1.72451E+12
Indonesia,IDN,1985,2.01193E+12
Indonesia,IDN,1986,2.29898E+12
Indonesia,IDN,1987,2.40251E+12
Indonesia,IDN,1988,2.59901E+12
Indonesia,IDN,1989,2.59099E+12
Indonesia,IDN,1990,2.90655E+12
Indonesia,IDN,1991,1.8676E+12
Indonesia,IDN,1992,1.8473E+12
Indonesia,IDN,1993,1.8473E+12
Indonesia,IDN,1994,1.8473E+12
Indonesia,IDN,1995,1.97925E+12
Indonesia,IDN,1996,2.08075E+12
Indonesia,IDN,1997,2.18428E+12
Indonesia,IDN,1998,2.21372E+12
Indonesia,IDN,1999,2.6593E+12
Indonesia,IDN,2000,2.72223E+12
Indonesia,IDN,2001,2.64205E+12
Indonesia,IDN,2002,2.59536E+12
Indonesia,IDN,2003,2.59536E+12
Indonesia,IDN,2004,2.81054E+12
Indonesia,IDN,2005,2.51517E+12
Indonesia,IDN,2006,2.67148E+12
Indonesia,IDN,2007,3.0469E+12
Indonesia,IDN,2008,3.23257E+12
Indonesia,IDN,2009,3.11559E+12
Indonesia,IDN,2010,3.00953E+12
Indonesia,IDN,2011,3.00953E+12
Indonesia,IDN,2012,2.97044E+12
Indonesia,IDN,2013,2.91842E+12
Indonesia,IDN,2014,2.88163E+12
Indonesia,IDN,2015,2.81639E+12
Indonesia,IDN,2016,2.90923E+12
Indonesia,IDN,2017,2.88479E+12
Indonesia,IDN,2018,2.76092E+12
Indonesia,IDN,2019,1.42955E+12
Indonesia,IDN,2020,1.25227E+12
Iran,IRN,1980,1.33184E+13
Iran,IRN,1981,1.33033E+13
Iran,IRN,1982,1.32882E+13
Iran,IRN,1983,1.32655E+13
Iran,IRN,1984,1.32381E+13
Iran,IRN,1985,1.32098E+13
Iran,IRN,1986,1.31805E+13
Iran,IRN,1987,1.31493E+13
Iran,IRN,1988,1.34119E+13
Iran,IRN,1989,1.60565E+13
Iran,IRN,1990,1.60593E+13
Iran,IRN,1991,1.87011E+13
Iran,IRN,1992,1.95512E+13
Iran,IRN,1993,1.95512E+13
Iran,IRN,1994,1.96116E+13
Iran,IRN,1995,1.82761E+13
Iran,IRN,1996,2.17235E+13
Iran,IRN,1997,2.17235E+13
Iran,IRN,1998,2.27625E+13
Iran,IRN,1999,2.4375E+13
Iran,IRN,2000,2.535E+13
Iran,IRN,2001,2.54475E+13
Iran,IRN,2002,2.60228E+13
Iran,IRN,2003,2.68808E+13
Iran,IRN,2004,2.68125E+13
Iran,IRN,2005,2.60493E+13
Iran,IRN,2006,2.53598E+13
Iran,IRN,2007,2.65688E+13
Iran,IRN,2008,2.79666E+13
Iran,IRN,2009,2.79666E+13
Iran,IRN,2010,3.22627E+13
Iran,IRN,2011,3.27795E+13
Iran,IRN,2012,3.19052E+13
Iran,IRN,2013,3.21319E+13
Iran,IRN,2014,3.21319E+13
Iran,IRN,2015,3.16408E+13
Iran,IRN,2016,3.18497E+13
Iran,IRN,2017,3.19335E+13
Iran,IRN,2018,3.20174E+13
Iran,IRN,2019,3.21014E+13
Iran,IRN,2020,3.21014E+13
Iraq,IRQ,1980,7.3853E+11
Iraq,IRQ,1981,7.34493E+11
Iraq,IRQ,1982,7.74849E+11
Iraq,IRQ,1983,7.8014E+11
Iraq,IRQ,1984,7.771E+11
Iraq,IRQ,1985,7.8014E+11
Iraq,IRQ,1986,7.80131E+11
Iraq,IRQ,1987,9.5E+11
Iraq,IRQ,1988,2.5555E+12
Iraq,IRQ,1989,2.95925E+12
Iraq,IRQ,1990,2.95165E+12
Iraq,IRQ,1991,2.945E+12
Iraq,IRQ,1992,2.945E+12
Iraq,IRQ,1993,2.945E+12
Iraq,IRQ,1994,2.95925E+12
Iraq,IRQ,1995,3.192E+12
Iraq,IRQ,1996,3.192E+12
Iraq,IRQ,1997,3.0286E+12
Iraq,IRQ,1998,3.0286E+12
Iraq,IRQ,1999,3.12075E+12
Iraq,IRQ,2000,2.95355E+12
Iraq,IRQ,2001,2.95355E+12
Iraq,IRQ,2002,3.0305E+12
Iraq,IRQ,2003,3.0115E+12
Iraq,IRQ,2004,3.0115E+12
Iraq,IRQ,2005,3.0115E+12
Iraq,IRQ,2006,3.0115E+12
Iraq,IRQ,2007,3.0115E+12
Iraq,IRQ,2008,3.0115E+12
Iraq,IRQ,2009,3.0115E+12
Iraq,IRQ,2010,3.0001E+12
Iraq,IRQ,2011,3.0001E+12
Iraq,IRQ,2012,3.0001E+12
Iraq,IRQ,2013,3.0001E+12
Iraq,IRQ,2014,3.0001E+12
Iraq,IRQ,2015,3.0001E+12
Iraq,IRQ,2016,3.62891E+12
Iraq,IRQ,2017,3.55691E+12
Iraq,IRQ,2018,3.54288E+12
Iraq,IRQ,2019,3.52853E+12
Iraq,IRQ,2020,3.52853E+12
Israel,ISR,1980,2925000000
Israel,ISR,1981,1950000000
Israel,ISR,1982,975000000
Israel,ISR,1983,975000000
Israel,ISR,1984,975000000
Israel,ISR,1985,975000000
Israel,ISR,1986,975000000
Israel,ISR,1987,975000000
Israel,ISR,1988,975000000
Israel,ISR,1989,975000000
Israel,ISR,1990,975000000
Israel,ISR,1991,975000000
Israel,ISR,1992,975000000
Israel,ISR,1993,975000000
Israel,ISR,1994,975000000
Israel,ISR,1995,975000000
Israel,ISR,1996,975000000
Israel,ISR,1997,975000000
Israel,ISR,1998,975000000
Israel,ISR,1999,1950000000
Israel,ISR,2000,43875000000
Israel,ISR,2001,43875000000
Israel,ISR,2002,43875000000
Israel,ISR,2003,45825000000
Israel,ISR,2004,45825000000
Israel,ISR,2005,43875000000
Israel,ISR,2006,43875000000
Israel,ISR,2007,42900000000
Israel,ISR,2008,42900000000
Israel,ISR,2009,87750000000
Israel,ISR,2010,1.9695E+11
Israel,ISR,2011,1.9695E+11
Israel,ISR,2012,1.9695E+11
Israel,ISR,2013,1.87193E+11
Israel,ISR,2014,1.82436E+11
Israel,ISR,2015,1.73979E+11
Israel,ISR,2016,1.65949E+11
Israel,ISR,2017,4.5569E+11
Israel,ISR,2018,4.12363E+11
Israel,ISR,2019,5.66705E+11
Israel,ISR,2020,5.88558E+11
Italy,ITA,1980,1.53516E+11
Italy,ITA,1981,1.71746E+11
Italy,ITA,1982,1.72706E+11
Italy,ITA,1983,2.26436E+11
Italy,ITA,1984,2.39869E+11
Italy,ITA,1985,2.49464E+11
Italy,ITA,1986,2.54261E+11
Italy,ITA,1987,2.87843E+11
Italy,ITA,1988,3.13748E+11
Italy,ITA,1989,3.15667E+11
Italy,ITA,1990,3.08951E+11
Italy,ITA,1991,3.53087E+11
Italy,ITA,1992,2.88802E+11
Italy,ITA,1993,2.80167E+11
Italy,ITA,1994,2.85924E+11
Italy,ITA,1995,2.84964E+11
Italy,ITA,1996,2.66734E+11
Italy,ITA,1997,2.62896E+11
Italy,ITA,1998,2.54261E+11
Italy,ITA,1999,2.028E+11
Italy,ITA,2000,1.94025E+11
Italy,ITA,2001,1.78425E+11
Italy,ITA,2002,1.677E+11
Italy,ITA,2003,1.31625E+11
Italy,ITA,2004,1.19582E+11
Italy,ITA,2005,1.1191E+11
Italy,ITA,2006,90331696000
Italy,ITA,2007,80404970000
Italy,ITA,2008,66530220000
Italy,ITA,2009,60554236000
Italy,ITA,2010,62881194000
Italy,ITA,2011,59379800000
Italy,ITA,2012,56602314000
Italy,ITA,2013,53533357000
Italy,ITA,2014,51161632000
Italy,ITA,2015,46788704000
Italy,ITA,2016,36303584000
Italy,ITA,2017,42561510000
Italy,ITA,2018,46176247000
Italy,ITA,2019,43600690000
Italy,ITA,2020,42397680000
Kazakhstan,KAZ,1997,1.71323E+12
Kazakhstan,KAZ,1998,1.71323E+12
Kazakhstan,KAZ,1999,1.71323E+12
Kazakhstan,KAZ,2000,1.71323E+12
Kazakhstan,KAZ,2001,1.71323E+12
Kazakhstan,KAZ,2002,1.71323E+12
